# Probe Set ID	Gene Symbol
16696796	RASAL2-AS1 
16696811	ANGPTL1 
16696824	ABL2 
16696870	TOR1AIP2 
16696903	ACBD6 
16696924	STX6 
16696979	GLUL 
16697004	RNASEL 
16697018	RGS16 
16697043	DHX9 
16697062	NMNAT2 
16697095	NCF2 
16697119	ARPC5 
16697166	EDEM3 
16692846	CTSK 
16697217	RNU7-13P 
16697221	TRMT1L 
16697245	IVNS1ABP 
16697299	TPR 
16697395	RN5S73 
16697438	UCHL5 
16697463	GLRX2 
16697471	B3GALT2 
16697544	ASPM 
16697580	ZBTB41 
16697599	DENND1B 
16697654	LOC100131234 
16697660	MIR181B1 
16697662	MIR181A1 
16697686	ZNF281 
16697695	KIF14 
16697727	DDX59 
16697843	TMEM9 
16697893	LAD1 
16697930	PHLDA3 
16697938	CSRP1 
16697962	IPO9-AS1 
17095056	PRUNE2 
16697981	LOC100289488 
16697985	ARL8A 
16698023	UBE2T 
16698049	KDM5B 
16698096	RABIF 
16698101	KLHL12 
16698122	ADIPOR1 
16698136	CYB5R1 
16698159	MYOG 
16698174	MYBPH 
16698185	CHI3L1 
16698234	FMOD 
16698262	ETNK2 
16698286	REN 
16698298	KISS1 
16698304	GOLT1A 
16698312	PLEKHA6 
16698348	PPP1R15B 
16698356	PIK3C2B 
16698407	LRRN2 
16698425	RBBP5 
16698443	DSTYK 
16698466	NUAK2 
16698504	ELK4 
16698529	NUCKS1 
16698543	RAB7L1 
16698556	SLC41A1 
16698618	LOC100132966 
16698650	LOC100509683 
16698656	EIF2D 
16698718	PIGR 
16698766	YOD1 
16698782	MIR29C 
16698789	C1orf132 
16698801	CD34 
16698816	PLXNA2 
16698883	LAMB3 
16698923	IRF6 
16698939	C1orf133 
16698947	RNU5A-8P 
16889268	AOX1 
16698980	SLC30A1 
16698984	NEK2 
16699009	LPGAT1 
16699021	INTS7 
16699051	RPL21P28 
16699066	TMEM206 
16699106	BATF3 
16699112	NSL1 
16699138	ANGEL2 
16699174	PTPN14 
16699290	ESRRG 
16699320	GPATCH2 
16699392	EPRS 
16699435	BPNT1 
16699456	MIR194-1 
16699458	RAB3GAP2 
16699533	DUSP10 
16699590	TAF1A 
16699634	TLR5 
16699706	TP53BP2 
16699739	PARP1 
16699795	NVL 
16699833	WDR26 
16699862	MIR4742 
16699877	LBR 
16699904	ENAH 
16699932	TMEM63A 
16699975	LEFTY1 
16699983	PYCR2 
16699998	LEFTY2 
16700009	SDE2 
16700023	ACBD3 
16700034	LIN9 
16700058	ITPKB 
16700070	ITPKB-IT1 
16700074	CDC42BPA 
16700135	JMJD4 
16700147	WNT9A 
16700155	C1orf35 
16700172	MRPL55 
16700206	TRIM11 
16700263	CCSAP 
16700274	ACTA1 
16700289	NUP133 
16700324	ABCB10 
16700343	TAF5L 
16700385	AGT 
16700421	TTC13 
16700456	FAM89A 
16700469	C1orf131 
16700485	EXOC8 
16700489	EGLN1 
16700510	DISC2 
16970971	IL15 
16700554	PCNXL2 
16700630	TARBP1 
16700673	IRF2BP2 
16700703	TOMM20 
16700713	SNORA14B 
16700715	RBM34 
16700737	ARID4B 
16700778	B3GALNT2 
16700798	GNG4 
16700806	LYST 
16700888	NID1 
16700911	ERO1LB 
16700932	LGALS8-AS1 
16700934	HEATR1 
16701007	LOC339535 
16701037	GREM2 
16701077	FH 
16701092	OPN3 
16701106	CHML 
16864756	FPR3 
16701156	LOC731275 
16701185	CEP170 
16701238	AKT3 
16701287	ADSS 
16701317	HNRNPU-AS1 
16701324	HNRNPU 
16701398	SMYD3-IT1 
16701407	TFB2M 
16701440	AHCTF1 
16701503	ZNF669 
16701516	ZNF124 
16701531	MIR3916 
16701533	RN5S82 
16701606	OR2T12 
16701620	OR2T10 
16701626	OR2T11 
16701657	ZNF692 
16701691	ZMYND11 
16701722	C10orf108 
16701748	GTPBP4 
16701782	WDR37 
16701841	PFKP 
16701877	LOC100507034 
16702047	NET1 
16702068	CALML3 
16702071	FAM208B 
16702105	FBXO18 
16702147	RBM17 
16702175	PFKFB3 
16702210	MIR3155A 
16676988	HSD11B1 
16702311	ATP5C1 
16702330	TAF3 
16702351	GATA3 
16919962	SULF2 
16702431	ECHDC3 
16702443	C10orf47 
16702457	DHTKD1 
16702479	SEC61A2 
16702503	CDC123 
16702547	OPTN 
16702571	MCM10 
16702608	PRPF18 
16702656	HSPA14 
16702685	SUV39H2 
16702705	OLAH 
16702722	RPP38 
16702747	PTER 
16702767	VIM 
16702790	LOC100128098 
16702800	STAM 
16702827	TMEM236 
16702836	MRC1 
16702872	TMEM236 
16702881	MRC1 
17056815	TRGC2 
16702967	ARL5B 
16703036	PLXDC2 
16703056	MIR4675 
16703068	MLLT10 
16703114	COMMD3 
16703220	MSRB2 
16703242	OTUD1 
16703251	KIAA1217 
16703294	MIR603 
16703301	THNSL1 
16703407	APBB1IP 
16703452	PDSS1 
16703478	MASTL 
16703495	RAB18 
16703520	WAC 
16703563	BAMBI 
16703616	LOC387647 
16703642	MAP3K8 
16703659	MAP3K8 
16984783	GZMK 
16703752	LOC100653181 
16703858	CREM 
16703889	RNU7-77P 
16703891	CCNY 
16704012	ZNF33A 
16704027	ZNF37A 
16704055	HSD17B7P2 
16704107	LOC84856 
16704125	BMS1 
16704182	CSGALNACT2 
16704254	ZNF32-AS1 
16704320	RASSF4 
16704351	ZNF22 
16704375	ALOX5 
16704436	AGAP9 
16704438	AGAP9 
16704458	GPRIN2 
16704473	AGAP9 
16704516	ANXA8L2 
16704542	FAM21B 
16704581	CTSL1P2 
16704586	BMS1P2  
16704588	AGAP9 
16704607	FAM25G  
16704614	ANXA8 
16704648	AGAP9 
16704660	MAPK8 
16704796	CHAT 
16704837	FAM21C 
16704842	AGAP9 
16704844	TIMM23 
16704875	NCOA4 
16704894	LOC728407 
16704909	AGAP6 
16704920	FAM21A 
16743577	PGR 
16705051	CISD1 
16705064	UBE2D1 
16705074	TFAM 
16705089	BICC1 
16705130	PHYHIPL 
16705159	CDK1 
16705174	LOC100507058 
16716659	RBP4 
16705199	ARID5B 
16705241	ADO 
16705247	NRBF2 
16705258	LOC84989 
16705260	REEP3 
16705313	SIRT1 
16705356	HNRNPH3 
17012198	FABP7 
16705399	CCAR1 
16705437	MIR1254-1 
16705450	DDX50 
16705474	DDX21 
16705493	KIAA1279 
16705507	SRGN 
16705513	VPS26A 
16705531	SUPV3L1 
16705577	HK1 
16705661	COL13A1 
16705701	H2AFY2 
16705715	EIF4EBP2 
17115782	CLIC2 
16705810	UNC5B 
16705831	SLC29A3 
16705934	CHST3 
16705942	ANAPC16 
16705961	DDIT4 
16705976	MCU 
16706008	NUDT13 
16706023	FAM149B1 
16706082	SEC24C 
16706117	FUT11 
16706128	CHCHD1 
16706135	KIAA0913 
16706180	PLAU 
16706200	VCL 
16706238	ADK 
16706259	KAT6B 
16706286	SAMD8 
16706298	VDAC2 
16706370	MIR606 
16706412	RPS24 
16706463	ZMIZ1 
16706499	PPIF 
16706562	LOC642361 
16706586	C10orf57 
16706600	PLAC9 
16967286	STAP1 
16706641	TSPAN14 
16706712	GHITM 
16706779	FAM190B 
16706875	BMPR1A 
16706906	C10orf116 
16706926	FAM25A 
16706933	FAM35A 
16706963	LOC439994 
16706968	FAM22D 
16706990	MINPP1 
16707009	PAPSS2 
16707026	CFL1P1 
16707030	PTEN 
16675301	RGS1 
16707149	FAS 
16707180	IFIT2 
16707184	IFIT3 
16707196	IFIT1 
16707202	IFIT5 
16707208	LOC100507596 
16707213	MIR107 
16707221	KIF20B 
16707291	RPP30 
16707327	PCGF5 
16707343	HECTD2 
16707379	TNKS2 
16707409	BTAF1 
16707454	MARCH5 
16707468	KIF11 
16707493	HHEX 
16707503	EXOC6 
16707541	CYP26A1 
16707551	CEP55 
16707631	PLCE1 
16707673	TBC1D12 
16707695	HELLS 
16707791	ENTPD1 
16707824	C10orf131 
16707836	CC2D2B 
16707872	CCNJ 
16707884	ZNF518A 
16707927	RPL13AP5 
16707929	LCOR 
16707944	C10orf12 
16707949	C10orf12 
16707955	FRAT1 
16707983	ZDHHC16 
16708002	UBTD1 
16708007	ANKRD2 
16708038	PI4K2A 
16708049	MARVELD1 
16708061	ZFYVE27 
16708097	R3HCC1L 
16708161	ENTPD7 
16708179	CUTC 
16708192	ABCC2 
16708249	SCD 
16708278	HIF1AN 
16708293	PAX2 
16708312	FAM178A 
16708340	SEMA4G 
16708383	LZTS2 
16708402	SFXN3 
16708468	BTRC 
16708489	DPCD 
16708525	HPS6 
16708533	PPRC1 
16708552	NOLC1 
16708579	GBF1 
16708668	LOC100505761 
16708674	TMEM180 
16708719	TRIM8 
16708728	SFXN2 
16708744	WBP1L 
16708757	C10orf32-AS3MT 
16708780	CNNM2 
16708802	TAF5 
16708815	PDCD11 
16708862	NEURL 
16708887	SLK 
16708910	SFR1 
16708919	GSTO1 
16708933	GSTO2 
16708952	LOC100505856 
16708956	CCDC147 
16709072	ADD3 
16709108	MXI1 
16709128	DUSP5 
16709140	SMC3 
16709201	PDCD4 
16709223	SHOC2 
16709268	ACSL5 
16709298	VTI1A 
16709333	TCF7L2 
16709386	CASP7 
16709429	NHLRC2 
16709453	ADRB1 
16709489	VWA2 
16709512	FAM160B1 
16709537	TRUB1 
16709713	SLC18A2 
16709739	EMX2 
16709795	NANOS1 
16709822	GRK5 
16709856	BAG3 
16709865	INPP5F 
16709894	SEC23IP 
16709925	MIR4682 
16709964	WDR11 
16710020	TACC2 
16710095	PLEKHA1 
16710120	MIR3941 
16710122	ARMS2 
16710126	HTRA1 
16710228	PSTK 
16710245	ACADSB 
16710271	BUB3 
16710338	LOC100506291 
16710344	FAM175B 
16710360	ZRANB1 
16710394	C10orf137 
16710436	BCCIP 
16710481	DOCK1 
16710548	PTPRE 
16710608	MGMT 
16710635	GLRX3 
16710674	PPP2R2D 
16710769	PWWP2B 
16710786	INPP5A 
16710906	ZNF511 
16710919	PRAP1 
16710948	MTG1 
16711035	RN5S297 
16711037	DIP2C 
16711087	RN5S298 
16711089	LARP4B 
16711125	IDI1 
16711181	LOC399708 
16711205	PITRM1 
16711280	KLF6 
16711426	ASB13 
16711442	GDI2 
16711464	ANKRD16 
16711484	IL15RA 
16800680	SQRDL 
16711562	SFMBT2 
16711598	ITIH5 
16711627	KIN 
16711652	FLJ45983 
16711726	C10orf31 
16711731	USP6NL 
16711750	USP6NL 
16711761	UPF2 
16711797	NUDT5 
16711839	UCMA 
16711847	PHYH 
16711866	SEPHS1 
16711881	BEND7 
16711909	FRMD4A 
16711950	MIR4293 
16711952	FAM107B 
16712001	DCLRE1C 
16712046	NMT2 
16712071	LOC100192204 
16712121	FAM188A 
16712148	C1QL3 
16712154	RSU1 
16712292	PTPLA 
16712323	NSUN6 
16712373	NEBL 
16712435	C10orf114 
16712458	DNAJC1 
16712482	PIP4K2A 
16712531	ARHGAP21 
16712576	PRTFDC1 
16712627	ABI1 
16712644	LINC00202 
16712658	ANKRD26 
16712703	YME1L1 
16712734	ACBD5 
16712825	MPP7 
16712865	LOC220906 
16712879	SVIL 
16712934	MIR604 
16712944	KIAA1462 
16712960	MTPAP 
16712989	MTPAP 
16712991	MTPAP 
16713019	ZNF438 
16713057	ARHGAP12 
16713085	KIF5B 
16713113	EPC1 
16713144	ITGB1 
16713187	NRP1 
16713230	PARD3 
16713264	CUL2 
16713309	FZD8 
16713318	NAMPT 
16713335	ZNF248 
16943789	CD96 
16713419	ZNF37BP 
16713428	ZNF33B 
16713470	HNRNPF 
16713498	ZNF32 
17024079	MAP3K5 
16713562	C10orf10 
16713572	C10orf25 
16713614	MARCH8 
16713628	ZFAND4 
16713655	AGAP4 
16713674	PARG 
16713708	BMS1P1 
16713754	LOC643650 
16713760	LOC728643 
16713762	ANXA8L1 
16713779	FAM25G  
16713786	AGAP9 
16713813	CTSL1P2 
16713838	ASAH2C 
16713858	AGAP9 
16713928	BMS1P5 
16713955	FAM25G  
16713962	LOC399753 
16714084	MIR4294 
16714086	VSTM4 
16714135	ERCC6 
16714200	PARG 
16714240	AGAP8 
16714259	AGAP7 
16714269	TIMM23 
16714284	AGAP9 
16714323	SGMS1 
16714381	CSTF2T 
16714385	LOC100506939 
16714504	ZWINT 
16714536	IPMK 
16714597	CCDC6 
16714618	ANK3 
16714699	RHOBTB1 
16714747	RTKN2 
16714798	JMJD1C 
16714840	MIR1296 
16714880	DNAJC12 
16714890	HERC4 
16714944	PBLD 
16714965	RUFY2 
16714998	DNA2 
16715031	SLC25A16 
16715103	TYSND1 
16715112	SAR1A 
16715133	PPA1 
16956792	ABI3BP 
16715200	PCBD1 
16715228	C10orf54 
16715241	PSAP 
16715269	SPOCK2 
16715287	ASCC1 
16715316	DNAJB12 
16715331	MICU1 
16715361	P4HA1 
16715391	ECD 
16715409	DNAJC9 
16715426	MRPS16 
16715476	ANXA7 
16715505	PPP3CB 
16715529	USP54 
16715577	MYOZ1 
16715597	AGAP5 
16715611	BMS1P4 
16715626	LOC100507280 
16715631	LOC100653003 
16715637	LOC100507331 
16715642	NDST2 
16715667	CAMK2G 
16715699	C10orf55 
16715710	AP3M1 
16715724	ADK 
16715753	COMTD1 
16715765	ZNF503 
16715793	KCNMA1 
16715849	DLG5 
16715892	POLR3A 
16715936	LOC283050 
16715962	ZCCHC24 
16716008	SFTPD 
16716027	ANXA11 
16716177	MIR346 
16716185	WAPAL 
16716213	MMRN2 
16716239	GLUD1 
16716267	LOC728190 
16716287	LOC728218 
16716302	ATAD1 
16716327	RNLS 
16716350	ACTA2 
16716371	CH25H 
16716403	SLC16A12 
16716438	MIR107 
16716478	ANKRD1 
16716507	PPP1R3C 
16716547	IDE 
16716590	MYOF 
16938133	GALNTL2 
16716672	FRA10AC1 
16716718	LOC100128054 
16716724	NOC3L 
16716782	PDLIM1 
16716795	SORBS1 
16716846	ALDH18A1 
16716870	TCTN3 
16716895	LOC728558 
16716916	MIR3157 
16716918	BLNK 
16716983	TM9SF3 
16717005	PIK3AP1 
16717102	FRAT2 
16717106	RRP12 
16717156	EXOSC1 
16717176	MMS19 
16717235	AVPI1 
16717272	LOXL4 
16717290	PYROXD2 
16717359	GOT1 
16717383	SLC25A28 
16717397	COX15 
16717412	DNMBP 
16717452	ERLIN1 
16717469	CHUK 
16717498	CWF19L1 
16717520	SNORA12 
16717522	BLOC1S2 
16717625	MRPL43 
16717775	NPM3 
16717783	MGEA5 
16717835	C10orf76 
16717869	LDB1 
16717892	PSD 
16717921	CUEDC2 
16717934	C10orf95 
16717943	ACTR1A 
17011121	FHL5 
16717986	NT5C2 
16718022	PCGF6 
16718039	USMG5 
16718047	CALHM2 
16718066	CALHM3 
16718077	SH3PXD2A 
16718106	OBFC1 
16780423	OXGR1 
16718232	ITPRIP 
16718317	XPNPEP1 
16718359	LOC100505933 
16718370	SMNDC1 
16718395	BBIP1 
16718414	GPAM 
16718473	ZDHHC6 
16718553	DCLRE1A 
16718567	C10orf118 
16718592	AFAP1L2 
16718622	ABLIM1 
16718719	KIAA1598 
16718769	PDZD8 
16718779	EMX2OS 
16718800	RAB11FIP2 
16718814	FAM204A 
16718840	CACUL1 
16718870	EIF3A 
16718903	SFXN4 
16718922	PRDX3 
16718938	RGS10 
16718950	TIAL1 
16718983	MCMBP 
16719008	RPL21 
16719016	LOC100506158 
16719025	FGFR2 
16719066	ATE1 
16719088	NSMCE4A 
16719149	C10orf88 
16719159	IKZF5 
16719217	CHST15 
16719233	OAT 
16719254	NKX1-2 
16719262	FAM53B 
16719272	METTL10 
16719292	CTBP2 
16719369	UROS 
16719393	DHX32 
16719417	ADAM12 
16719450	RN5S328 
16719484	LOC728065 
16719515	MKI67 
16719627	FLJ46300 
16719644	BNIP3 
16719659	STK32C 
16719697	NKX6-2 
16719802	ADAM8 
16719838	TUBGCP2 
16719868	CALY 
16719882	C10orf125 
16719892	ECHS1 
16719903	MIR3944 
16719905	SPRN 
16719910	SYCE1 
16719976	RIC8A 
16720006	PSMD13 
16720077	IFITM2 
16720085	IFITM1 
16720139	PKP3 
16720165	PTDSS2 
16720197	LRRC56 
16720219	RASSF7 
16720231	PHRF1 
16720268	EPS8L2 
16720307	TMEM80 
16720318	TALDO1 
16720341	SNORA52  
16720353	PNPLA2 
16720392	CD151 
16720416	TSPAN4 
16720440	AP2A2 
16720560	MUC5AC 
16720677	LOC255512 
16720679	BRSK2 
16720714	LOC338651 
16720731	KRTAP5-6 
16720737	SYT8 
16904193	ITGB6 
16720771	LSP1 
16720803	TNNT3 
16720842	IGF2-AS 
16720850	MIR4686 
16720852	TSPAN32 
16720885	CD81 
16720916	TSSC4 
16720932	KCNQ1 
16720956	KCNQ1DN 
16720959	SLC22A18 
16720991	CARS-AS1 
16721011	LOC650368 
16721053	RNU7-50P 
16721055	PGAP2 
16721085	STIM1 
16721126	RRM1 
16721184	OR51E1 
16721249	TRIM6-TRIM34 
16721278	TRIM78P 
16721280	TRIM22 
16721313	OR52E4 
16721375	SMPD1 
16721393	FXC1 
16721479	ILK 
16721535	ZNF215 
16721585	OLFML1 
16721593	PPFIBP2 
16721657	OR5E1P 
16721659	EIF3F 
16721684	TUB 
16721715	RPL27A 
16721732	SNORA45 
16721746	AKIP1 
16721759	TMEM9B-AS1 
16721773	IPO7 
16721807	SNORA23 
16721809	ZNF143 
16721835	WEE1 
16721861	SWAP70 
16721884	SBF2-AS1 
16721905	ADM 
16721916	AMPD3 
16721965	CTR9 
16722032	USP47 
16722081	MICAL2 
16722143	MICALCL 
16722162	PARVA 
16722189	TEAD1 
16722252	FAR1 
16722278	SPON1 
16722297	RNU7-49P 
16722299	PDE3B 
16722321	PDE3B 
16722385	C11orf58 
16722412	NUCB2 
16722562	SAA1 
16722570	GTF2H1 
16722603	LDHA 
16722659	SPTY2D1-AS1 
16722667	TMEM86A 
16722684	ZDHHC13 
16722720	NAV2 
16722787	HTATIP2 
16722799	PRMT3 
16723058	FIBIN 
16723062	BBOX1 
16723102	METTL15 
16723175	ARL14EP 
16723207	DNAJC24 
16723228	ELP4 
16723246	RCN1 
16723294	EIF3M 
16723318	PRRG4 
16723326	QSER1 
16723353	DEPDC7 
16723369	TCP11L1 
16723393	LINC00294 
16723400	HIPK3 
16723468	CAPRIN1 
16723507	NAT10 
16723546	CAT 
16723569	EHF 
16723593	PDHX 
16723614	CD44 
16723662	FJX1 
16723673	TRIM44 
16723748	C11orf74 
16723832	API5 
16723858	TTC17 
17043960	MACC1-AS1 
16723998	ACCS 
16724031	EXT2 
16724061	CD82 
16724087	TSPAN18 
16724173	DKFZp779M0652 
16724178	SLC35C1 
16724235	GYLTL1B 
16724269	CREB3L1 
16724290	DGKZ 
16724344	MIR4688 
16724346	MDK 
16724358	ATG13 
16724437	C11orf49 
16724471	DDB2 
16724485	NR1H3 
16724516	MADD 
16724570	SLC39A13 
16724593	PTPMT1 
16724607	NDUFS3 
16724625	FAM180B 
16724633	PTPRJ 
16724713	OR4C46 
16724861	SERPING1 
16724901	ZDHHC5 
16724922	CTNND1 
16724973	C11orf31 
16724997	ZFP91-CNTF 
16725049	FAM111A 
16725065	DTX4 
16725101	RNU7-58P 
16725112	STX3 
16725184	MS4A4A 
17039907	HLA-DRB3 
16725356	CCDC86 
16725393	TMEM109 
16725405	TMEM132A 
16725468	CD5 
16725511	PGA4  
16725589	TMEM138 
16725608	TMEM216 
16725619	SDHAF2 
16725656	LRRC10B 
16725692	C11orf9 
16725735	FEN1 
16725742	FADS2 
16725806	INCENP 
16725835	SCGB2A1 
16725871	SCGB1A1 
16725908	SNORA57 
16725910	C11orf83 
16725916	GNG3 
16725921	TTC9C 
16725935	POLR2G 
16725969	TMEM179B 
16725984	SLC3A2 
16726047	SLC22A9 
16726081	RARRES3 
16726096	RTN3 
16726115	C11orf84 
16726129	MARK2 
16726164	NAA40 
16726183	COX8A 
16726188	OTUB1 
16726224	STIP1 
16726293	DNAJC4 
16726311	VEGFB 
16726320	FKBP2 
16726336	PLCB3 
16726372	GPR137 
16726416	KCNK4  
16726420	KCNK4  
16726429	ESRRA 
16726439	PRDX5 
16726448	CCDC88B 
16726489	RPS6KA4 
16726515	MIR1237 
16726533	SLC22A11 
16726572	PPP2R5B 
16726600	ARL2-SNX15 
16726624	SAC3D1 
16726633	ZFPL1 
16726707	MRPL49 
16726724	SPDYC 
16726734	CAPN1 
16726790	POLA2 
16726825	CDC42EP2 
16726832	DPF2 
16726860	FRMD8 
16726891	MALAT1 
16726895	SCYL1 
16726925	SSSCA1 
16726936	FAM89B 
16726977	PCNXL3 
16727017	SIPA1 
16727045	KAT5 
16727074	OVOL1 
16727111	MUS81 
17110289	MAOB 
16727164	CCDC85B 
16727168	DRAP1 
16727184	TSGA10IP 
16727194	SART1 
16727224	BANF1 
16727232	CST6 
16727238	SF3B2 
16727277	PACS1 
16727351	RAB1B 
16727363	CNIH2 
16727384	RIN1 
16727413	PELI3 
16727538	RBM14 
16727570	C11orf80 
16727596	RCE1 
16727616	LRFN4 
16727626	RNU7-23P 
16727628	C11orf86 
16727633	SYT12 
16727650	RHOD 
16727659	KDM2A 
16727702	ADRBK1 
16727737	ANKRD13D 
16727770	SSH3 
16727802	RAD9A 
16727820	TBC1D10C 
16727861	RPS6KB2 
16727908	AIP 
16727919	GSTP1 
16727936	NDUFV1 
16727976	ALDH3B1 
16727995	NDUFS8 
16728017	TCIRG1 
16728066	LRP5 
16728095	PPP6R3 
16728141	GAL 
16728261	CCND1 
16728287	ANO1 
16728331	FADD 
16728336	PPFIA1 
16728384	MIR548K 
16728389	CTTN 
16728425	SHANK2-AS1 
16728432	SHANK2-AS3 
16728503	KRTAP5-7 
16728539	RNF121 
16728560	IL18BP 
16728581	LOC100128494 
16728632	FOLR1 
16728642	FOLR2 
16728652	INPPL1 
16728721	ARAP1-AS1 
16728727	STARD10-AS1 
16728729	MIR4692 
16728778	P2RY2 
16728788	P2RY6 
16728802	ARHGEF17 
16728889	MRPL48 
16728908	PAAF1 
16728949	PPME1 
16728986	MIR548AL 
16728994	POLD3 
16729025	RNF169 
16729035	SPCS2 
16729064	SLCO2B1 
16729103	RPS3 
16729126	SNORD15B 
16729128	SERPINH1 
16729188	UVRAG 
16729240	C11orf30 
16729290	TSKU 
16729298	ACER3 
16729336	CAPN5 
16729360	OMP 
16729362	MYO7A 
16729431	AQP11 
16729444	C11orf67 
16729548	RPS28 
16729557	C11orf82 
16729574	LOC100506233 
16729585	PCF11 
16729611	ANKRD42 
16729670	TMEM126B 
16729684	TMEM126A 
16729712	EED 
16729738	C11orf73 
16852858	SERPINB7 
16691090	PTPN22 
16729812	TMEM135 
16729924	NAALAD2 
16730021	MTNR1B 
16730061	KIAA1731 
16730104	SCARNA9 
16730106	C11orf54 
16730124	MED17 
16730180	PANX1 
16730197	ANKRD49 
16730245	FUT4 
16730268	AMOTL1 
16730306	SRSF8 
16730308	ENDOD1 
16730340	CEP57 
16730368	JRKL 
16730393	CNTN5 
16730429	ARHGAP42 
16730467	TMEM133 
17069816	SULF1 
16675578	PTPRC 
16730503	YAP1 
16730522	BIRC3 
16730540	BIRC2 
16730591	DYNC2H1 
16730742	AASDHPPT 
16730788	RAB39A 
16730792	CUL5 
16730819	ACAT1 
16730845	ATM 
16730935	DDX10 
16730967	C11orf87 
16730976	ZC3H12C 
16730996	FDX1 
16731010	C11orf93 
16731068	LAYN 
16731084	SIK2 
16731105	C11orf1 
16731118	HSPB2-C11orf52 
16731132	DIXDC1 
16731169	DLAT 
16731189	C11orf57 
16731205	SDHD 
16731253	PTS 
17111895	IL2RG 
16731339	TTC12 
16731401	CLDN25 
16731441	ZBTB16 
17105082	GPR174 
16731479	RBM7 
16731492	REXO2 
16731575	APOC3 
16731589	PAFAH1B2 
16731605	SIDT2 
16731654	TAGLN 
16731670	RNF214 
16731693	BACE1-AS 
16731754	IL10RA 
16731822	UBE4A 
16731858	MLL 
16731918	TMEM25 
16731945	ARCN1 
16732043	MIR4492 
16732045	UPK2 
16732067	CCDC84 
16732088	TRAPPC4 
16732109	VPS11 
16732248	NLRX1 
16732296	CBL 
16732315	RNF26 
16732386	OAF 
16732397	POU2F3 
16732419	TMEM136 
16732428	ARHGEF12 
16732520	TBCEL 
16732569	SC5DL 
16732584	SORL1 
16732676	UBASH3B 
16732716	C11orf63 
16732747	LOC100128242 
16732755	GRAMD1B 
16732799	OR10G9 
16732807	VWA5A 
16732836	OR10D3 
16732856	TBRG1 
16732880	SPA17 
16732891	NRGN 
16732985	SLC37A2 
16733045	EI24 
16733070	STT3A 
16733104	CHEK1 
16733216	FAM118B 
16733262	TIRAP 
16733278	DCPS 
16733288	ST3GAL4 
16733377	FLI1 
16733411	BARX2 
16733421	TMEM45B 
16733435	APLP2 
16733473	ST14 
16733516	ADAMTS15 
16733597	NTM-IT3 
16733620	JAM3 
16733643	VPS26B 
16871622	COX7A1 
16733808	BET1L 
16733851	IFITM3 
16733858	SIGIRR 
16733920	RNH1 
16733952	HRAS 
16733985	MIR210HG 
16733989	MIR210 
16733995	IRF7 
16734040	SCT 
16734044	DEAF1 
16734069	PDDC1 
16734092	CEND1 
16734154	POLR2L 
16734163	CHID1 
16734199	MUC6 
16734240	TOLLIP 
16734281	KRTAP5-1 
16734299	FAM99B 
16734303	IFITM10 
16734313	CTSD 
16734339	MIR4298 
16734346	MRPL23-AS1 
16734355	H19 
16734371	INS-IGF2 
16734395	MIR483 
16734397	TH 
16734420	ASCL2 
16734467	KCNQ1OT1 
16734469	KCNQ1-AS1 
16734475	CDKN1C 
16734491	PHLDA2 
16734494	NAP1L4 
16734526	CARS 
16734570	OSBPL5 
16734616	MRGPRE 
16734686	NUP98 
16734744	RHOG 
16734755	RRM1-AS1 
16734762	TRIM21 
16734779	TRIM68 
16734793	OR51E2 
16734862	HBG1 
16734877	HBE1 
16734883	OR51B4 
16734907	UBQLN3 
16734927	LOC100653319  
16734929	TRIM5 
16734953	OR52N5 
16734956	OR52N1 
16734958	OR52E6 
16734989	FAM160A2 
16735010	PRKCDBP 
16735102	ARFIP2 
16735121	RRP8 
16735137	TAF10 
16735152	TPP1 
16735205	MRPL17 
16735214	GVINP1 
16735303	LOC283299 
16735317	OR5P2 
16735405	TRIM66 
16735443	ST5 
16735531	TMEM9B 
16735557	SCUBE2 
16735596	DENND5A 
16735639	TMEM41B 
16735669	SBF2 
16735727	RNU7-28P 
16735734	MTRNR2L8 
16735738	RNF141 
16735751	LYVE1 
16735801	EIF4G2 
16735846	ZBED5 
16735873	GALNTL4 
16735895	DKK3 
16735938	LOC100506305 
16735952	BTBD10 
16735994	RRAS2 
16736014	COPB1 
16736049	PSMA1 
16736167	PLEKHA7 
16736211	RPS13 
16736224	SNORD14A 
16736226	PIK3C2A 
16736473	HPS5 
16736508	TSG101 
16736529	UEVLD 
16736554	SPTY2D1 
16736638	E2F8 
16736665	NAV2-AS4 
16736679	NAV2-AS2 
16736682	NAV2-AS1 
16736722	FANCF 
16736764	MUC15 
16736807	CCDC34 
16736821	LGR4 
16736847	LIN7C 
16736891	KIF18A 
16736926	KCNA4 
16737017	DCDC1 
16737029	IMMP1L 
16996234	PPAP2A 
16737151	CSTF3 
16737194	C11orf91 
16737200	CD59 
16737216	FBXO3 
16737244	LMO2 
16737260	ABTB2 
16737282	ELF5 
16737298	APIP 
16737325	SLC1A2 
16743816	PDGFD 
16737375	COMMD9 
16737401	TRAF6 
16737500	LOC100507282 
16737543	TP53I11 
16737645	PEX16 
16737669	PHF21A 
16737715	CHRM4 
16737717	AMBRA1 
16737751	HARBI1 
16737759	ARHGAP1 
16737783	CKAP5 
16737841	SNORD67 
16737890	ARFGAP2 
16737925	PACSIN3 
16737946	ACP2 
16738007	SPI1 
16738023	PSMC3 
16738043	RAPSN 
16738060	CELF1 
16738096	KBTBD4 
16738119	MTCH2 
